当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,下半场75前进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1828070cn.htm	,2020.01.11	,日室内足	,F联赛室内足球队	,墨田室內足球队	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,8	,1	,2	,1	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1829274cn.htm	,2020.01.11	,希腊U19	,度沙德拉马U19	,卡雷斯卡基斯U19	,一球	,一球	,1.08/0.74	,3/3.5	,3	,0.87/0.93	,5/5.5	,0.90/0.90	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1829180cn.htm	,2020.01.11	,球会友谊	,森利特	,沙莫林	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1828084cn.htm	,2020.01.11	,球会友谊	,布德约维茨迪纳摩	,济斯科夫	,一球	,一球	,1.04/0.78	,3/3.5	,3/3.5	,0.80/1.00	,3.5/4	,0.77/1.03	,2	,8	,4	,2	,1	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1829147cn.htm	,2020.01.11	,肯尼超	,肯尼亚联合山	,比迪科	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,7	,4	,1	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1787436cn.htm	,2020.01.11	,土丙	,厄洛克士邦	,费迪耶斯堡	,平手	,平手	,0.99/0.77	,2	,2	,0.96/0.80	,5/5.5	,0.98/0.82	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1828100cn.htm	,2020.01.11	,球会友谊	,奥伯豪森	,VFB希尔顿	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1828841cn.htm	,2020.01.11	,球会友谊	,阿德米拉	,施塔保拉	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1828107cn.htm	,2020.01.11	,球会友谊	,巴姆堡格	,邦纳	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,1	,6	,5	,0	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1828840cn.htm	,2020.01.11	,球会友谊	,阿姆斯特顿	,圣珀尔滕	,受让一球	,受让一球	,1.00/0.82	,3/3.5	,3/3.5	,0.96/0.84	,5	,1.01/0.85	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1829307cn.htm	,2020.01.11	,西女甲	,马德里竞技C队女足	,萨拉曼卡女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1829295cn.htm	,2020.01.11	,喀麦隆女联	,雅温得巨炮女足	,路易斯米诺普夫女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1762341cn.htm	,2020.01.11	,英依超	,沃森	,梅尔斯哈	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1828155cn.htm	,2020.01.11	,英南超中	,史蒂爱文斯城	,洛斯托夫特镇	,受让平手/半球	,受让平手/半球	,0.70/1.16	,3	,2.5/3	,0.82/1.00	,3.5	,0.89/0.95	,2	,7	,4	,1	,1	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1789755cn.htm	,2020.01.11	,西女超	,皇家马德里女足	,巴塞罗那女足	,受让两球半	,受让两球/两球半	,1.00/0.82	,4	,3.5/4	,0.81/0.99	,没有中场或45或46	,没有中场或45或46	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1797923cn.htm	,2020.01.12	,西室内足	,纳瓦拉室内足球队	,瓦尔德佩纳斯室内足球队	,受让球半	,受让球半	,1.05/0.75	,6.5	,6.5	,0.88/0.88	,没有中场或45或46	,没有中场或45或46	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1797919cn.htm	,2020.01.12	,西室内足	,科尔多瓦室内足球队	,莱万特室内足球队	,受让半球	,受让半球	,0.90/0.90	,6.5	,6.5	,1.00/0.76	,没有中场或45或46	,没有中场或45或46	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1829341cn.htm	,2020.01.12	,圣青杯	,席瑞拉青年队	,伊图阿诺青年队	,受让半球	,受让半球/一球	,0.92/0.84	,2.5	,3	,0.96/0.80	,3.5/4	,0.92/0.88	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1828462cn.htm	,2020.01.12	,哥斯甲	,希雷迪亚诺	,AD格雷西亚	,一球/球半	,一球/球半	,0.97/0.85	,2.5/3	,2.5/3	,0.85/0.95	,6.5	,0.95/0.85	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200111.htm	,http://live.win007.com/detail/1730693cn.htm	,2020.03.11	,苏乙	,艾比安斯特宁	,科夫流浪者	,受让一球/球半	,受让一球	,0.89/0.81	,3	,2.5/3	,0.77/0.93	,6.5	,0.77/0.93	,5	,8	,1	,2	,2	
http://bf.win007.com/football/Over_20200110.htm	,http://live.win007.com/detail/1828907cn.htm	,2020.01.10	,阿尔女联	,阿达斯女足	,AR盖尔玛女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200110.htm	,http://live.win007.com/detail/1829125cn.htm	,2020.01.10	,球会友谊	,维多利科隆	,布达尔斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20200110.htm	,http://live.win007.com/detail/1829080cn.htm	,2020.01.10	,俄室内足	,迪那摩萨马拉室內足球队	,尼科尔诺里尔斯克室内足球队	,一球	,一球	,0.95/0.85	,6.5	,6.5	,0.88/0.88	,没有中场或45或46	,没有中场或45或46	,5	,8	,1	,2	,2	
http://bf.win007.com/football/Over_20200110.htm	,http://live.win007.com/detail/1829085cn.htm	,2020.01.10	,俄室内足	,乌赫塔室内足球队	,尤戈尔斯克室内足球队	,受让两球半	,受让两球半	,0.94/0.86	,6.5	,6.5	,0.88/0.88	,没有中场或45或46	,没有中场或45或46	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200110.htm	,http://live.win007.com/detail/1829051cn.htm	,2020.01.11	,球会友谊	,德利奇	,BSG化学莱比锡	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,9	,2	,3	,3	
http://bf.win007.com/football/Over_20200110.htm	,http://live.win007.com/detail/1775000cn.htm	,2020.01.11	,威冠	,昆阿曼联	,布里顿费里	,受让半球/一球	,受让半球	,0.66/1.11	,3.5	,3.5	,1.16/0.62	,2.5/3	,0.87/0.93	,1	,6	,5	,0	,0	
http://bf.win007.com/football/Over_20200110.htm	,http://live.win007.com/detail/1829091cn.htm	,2020.01.11	,千里甲	,霍奎塔兰	,贾布罗特	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200109.htm	,http://live.win007.com/detail/1828875cn.htm	,2020.01.09	,俄室内足	,迪那摩萨马拉室內足球队	,尼科尔诺里尔斯克室内足球队	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,6	,7	,0	,1	,1	
http://bf.win007.com/football/Over_20200109.htm	,http://live.win007.com/detail/1825670cn.htm	,2020.01.09	,圣青杯	,奎爾巴青年隊	,佩里利马PB青年队	,半球/一球	,平手/半球	,0.85/0.85	,3	,2.5/3	,0.85/0.85	,6.5/7	,0.95/0.85	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20200109.htm	,http://live.win007.com/detail/1825682cn.htm	,2020.01.10	,圣青杯	,加马青年队	,里奥克莱尔青年队	,平手	,平手	,0.95/0.75	,2.5	,2.5	,0.96/0.74	,4.5	,0.89/0.91	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200108.htm	,http://live.win007.com/detail/1778381cn.htm	,2020.01.08	,沙地甲	,苏格拜	,安莎	,半球	,平手/半球	,0.76/1.00	,2/2.5	,2/2.5	,0.82/0.94	,3/3.5	,0.92/0.88	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200107.htm	,http://live.win007.com/detail/1828184cn.htm	,2020.01.08	,英依杯	,恩菲尔德镇	,史泰尼斯城	,球半	,两球	,0.85/1.01	,3.5	,3.5/4	,0.80/1.04	,7/7.5	,0.82/1.02	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200107.htm	,http://live.win007.com/detail/1828180cn.htm	,2020.01.08	,高级杯	,纳维治城	,卡梅尔	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200106.htm	,http://live.win007.com/detail/1827827cn.htm	,2020.01.06	,西丁	,圣拉费尔	,皇家马洛卡B队	,平手	,平手	,1.16/0.68	,2/2.5	,2/2.5	,1.05/0.75	,5/5.5	,0.93/0.87	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200106.htm	,http://live.win007.com/detail/1769974cn.htm	,2020.01.06	,英乙U23	,水晶宫U23	,女王公园巡游者U23	,平手	,受让半球	,0.90/0.86	,2.5/3	,3.5/4	,0.93/0.83	,4	,0.85/0.95	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200106.htm	,http://live.win007.com/detail/1778882cn.htm	,2020.01.06	,卡塔尔联	,阿拉比SC	,阿尔萨德	,受让一球	,受让一球/球半	,1.00/0.82	,3.5	,3.5/4	,0.80/1.00	,6	,0.97/0.89	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200106.htm	,http://live.win007.com/detail/1825609cn.htm	,2020.01.07	,圣青杯	,奥林匹克SE青年队	,山度士青年队	,受让三球	,受让三球	,0.86/0.90	,4	,4	,0.82/0.94	,3/3.5	,0.96/0.84	,1	,7	,5	,1	,0	
http://bf.win007.com/football/Over_20200105.htm	,http://live.win007.com/detail/1827788cn.htm	,2020.01.05	,葡女杯	,布拉加女足	,里斯本竞技女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200105.htm	,http://live.win007.com/detail/1827603cn.htm	,2020.01.05	,意丁	,格罗瑟托	,ASD特斯塔纳体育	,半球/一球	,半球/一球	,0.81/1.01	,2.5	,2.5	,0.95/0.85	,6.5	,1.04/0.76	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20200105.htm	,http://live.win007.com/detail/1827621cn.htm	,2020.01.05	,意丁	,萨沃纳	,ASD塞拉韦扎足球	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200105.htm	,http://live.win007.com/detail/1827630cn.htm	,2020.01.05	,意丁	,USD卡斯特兰泽	,莱维克温泉	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,7	,4	,1	,1	
http://bf.win007.com/football/Over_20200105.htm	,http://live.win007.com/detail/1827312cn.htm	,2020.01.05	,球会友谊	,TURU杜斯多夫	,维多利科隆	,受让一球/球半	,受让球半/两球	,1.20/0.65	,3/3.5	,3.5	,0.85/0.95	,5	,0.80/1.02	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200105.htm	,http://live.win007.com/detail/1807945cn.htm	,2020.01.05	,印度超	,可拉拉	,法特海德拉巴德	,平手/半球	,平手/半球	,0.87/0.99	,2.5	,2.5/3	,0.92/0.92	,5.5	,0.89/0.95	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200105.htm	,http://live.win007.com/detail/1827802cn.htm	,2020.01.05	,威女超	,卡迪夫城LFC女足	,阿伯加文尼女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200105.htm	,http://live.win007.com/detail/1823821cn.htm	,2020.01.05	,阿尔杯	,SM阿尔及尔	,漢舍莱	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200104.htm	,http://live.win007.com/detail/1827739cn.htm	,2020.01.04	,球会友谊	,金边FC	,柬埔寨电力	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200104.htm	,http://live.win007.com/detail/1827532cn.htm	,2020.01.04	,巴勒联	,沙巴德	,卡达马特沙茶	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200104.htm	,http://live.win007.com/detail/1825379cn.htm	,2020.01.04	,北爱杯	,拉恩	,雷斯尔史夫	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,8	,2	,2	,1	
http://bf.win007.com/football/Over_20200104.htm	,http://live.win007.com/detail/1825373cn.htm	,2020.01.04	,北爱杯	,克里夫顿维尔	,哈诺威	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200104.htm	,http://live.win007.com/detail/1827727cn.htm	,2020.01.05	,意室內足	,阿夸萨波内室内足球队	,阿尔齐尼亚诺五人足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200104.htm	,http://live.win007.com/detail/1745067cn.htm	,2020.01.05	,葡超	,比兰尼塞斯	,布拉加	,受让半球	,受让半球/一球	,1.05/0.85	,2.5	,2.5	,0.94/0.93	,6.5	,0.95/0.91	,5	,8	,1	,2	,2	
http://bf.win007.com/football/Over_20200103.htm	,http://live.win007.com/detail/1825648cn.htm	,2020.01.03	,圣青杯	,塔纳比青年队	,沃图波兰圭伦斯青年队	,受让半球/一球	,受让半球/一球	,0.79/0.97	,2.5/3	,2.5/3	,0.94/0.82	,2/2.5	,0.80/1.00	,1	,7	,5	,1	,1	
http://bf.win007.com/football/Over_20200103.htm	,http://live.win007.com/detail/1820539cn.htm	,2020.01.03	,塞浦乙	,阿斯尔	,艾里斯利马斯素尔	,平手/半球	,半球	,0.91/0.91	,2/2.5	,2/2.5	,0.95/0.85	,5.5	,0.88/0.92	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200102.htm	,http://live.win007.com/detail/1826967cn.htm	,2020.01.02	,印班超	,班加罗尔梦联	,ASC艾瑟	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,9	,4	,3	,2	
http://bf.win007.com/football/Over_20200101.htm	,http://live.win007.com/detail/1826955cn.htm	,2020.01.01	,阿联U19	,阿尔艾因U19	,华斯尔U19	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,1	,6	,5	,0	,0	
http://bf.win007.com/football/Over_20200101.htm	,http://live.win007.com/detail/1727845cn.htm	,2020.01.01	,英冠	,哈德斯菲尔德	,斯托克城	,平手	,平手	,1.02/0.88	,2/2.5	,2	,0.94/0.93	,2	,0.76/1.11	,1	,7	,5	,1	,1	
http://bf.win007.com/football/Over_20200101.htm	,http://live.win007.com/detail/1727840cn.htm	,2020.01.01	,英冠	,女王公园巡游者	,卡迪夫城	,平手/半球	,平手/半球	,0.88/1.02	,2.5/3	,2.5/3	,0.99/0.88	,4.5	,0.97/0.89	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200101.htm	,http://live.win007.com/detail/1743934cn.htm	,2020.01.01	,英议联	,瑟顿联	,禾京	,平手	,半球	,0.93/0.93	,2.5/3	,2.5	,0.92/0.92	,6.5	,1.09/0.75	,5	,8	,1	,2	,2	
http://bf.win007.com/football/Over_20200101.htm	,http://live.win007.com/detail/1771837cn.htm	,2020.01.01	,英南超中	,罗伊斯顿镇	,洛斯托夫特镇	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200229.htm	,http://live.win007.com/detail/1734341cn.htm	,2020.02.29	,德甲	,霍芬海姆	,拜仁慕尼黑	,受让球半/两球	,受让球半/两球	,0.98/0.93	,3.5/4	,3.5/4	,0.85/1.05	,6/6.5	,1.05/0.83	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200228.htm	,http://live.win007.com/detail/1725539cn.htm	,2020.02.29	,荷乙	,格拉夫夏普	,阿尔克马尔青年队	,球半/两球	,两球	,1.02/0.86	,3.5	,3.5/4	,1.04/0.82	,6	,1.04/0.82	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200227.htm	,http://live.win007.com/detail/1823706cn.htm	,2020.02.28	,欧罗巴杯	,本菲卡	,顿涅茨克矿工	,半球	,平手/半球	,0.90/1.00	,2.5	,3	,1.07/0.81	,4.5	,1.08/0.79	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200226.htm	,http://live.win007.com/detail/1847302cn.htm	,2020.02.27	,巴西杯	,费罗维亚里亚	,阿圭亚尼格拉	,一球	,一球/球半	,0.95/0.87	,2.5/3	,2/2.5	,0.79/1.01	,6.5	,0.80/1.00	,5	,8	,1	,2	,2	
http://bf.win007.com/football/Over_20200223.htm	,http://live.win007.com/detail/1723842cn.htm	,2020.02.24	,法甲	,巴黎圣日尔曼	,波尔多	,球半/两球	,两球半	,0.90/0.99	,3	,4	,1.02/0.86	,6/6.5	,1.02/0.85	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200222.htm	,http://live.win007.com/detail/1730896cn.htm	,2020.02.22	,苏冠	,摩顿	,艾洛亚	,半球	,半球	,0.84/1.00	,2.5/3	,2.5/3	,0.92/0.90	,没有中场或45或46	,没有中场或45或46	,6	,8	,0	,2	,2	
http://bf.win007.com/football/Over_20200221.htm	,http://live.win007.com/detail/1740764cn.htm	,2020.02.22	,西甲	,皇家贝蒂斯	,马洛卡	,一球	,一球	,0.80/1.12	,2.5/3	,2.5/3	,0.96/0.94	,5.5	,0.84/1.04	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200220.htm	,http://live.win007.com/detail/1847011cn.htm	,2020.02.21	,美冠杯	,森卡洛斯	,纽约城	,受让平手/半球	,受让平手/半球	,0.83/0.99	,2.5	,2.5	,0.80/1.00	,4.5/5	,0.88/0.92	,3	,8	,3	,2	,1	
http://bf.win007.com/football/Over_20200216.htm	,http://live.win007.com/detail/1844269cn.htm	,2020.02.16	,日联杯	,浦和红钻	,仙台维加泰	,平手/半球	,平手/半球	,0.87/1.01	,2.5	,2.5	,1.01/0.85	,6.5	,0.90/0.97	,5	,7	,1	,1	,0	
http://bf.win007.com/football/Over_20200216.htm	,http://live.win007.com/detail/1723483cn.htm	,2020.02.16	,荷甲	,维迪斯	,海伦芬	,半球	,半球	,0.97/0.93	,3	,2.5/3	,0.87/1.01	,5.5/6	,1.01/0.86	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200216.htm	,http://live.win007.com/detail/1723486cn.htm	,2020.02.16	,荷甲	,泽沃勒	,费耶诺德	,受让半球/一球	,受让半球	,0.88/1.02	,3/3.5	,3	,0.87/1.01	,4.5	,0.92/0.95	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200212.htm	,http://live.win007.com/detail/1840877cn.htm	,2020.02.12	,亚冠杯	,神户胜利船	,柔佛	,一球/球半	,两球	,0.92/0.97	,3	,3.5	,0.96/0.91	,4.5	,0.83/1.03	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200211.htm	,http://live.win007.com/detail/1841974cn.htm	,2020.02.11	,喀麦隆甲	,费切	,永格体育学院	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200211.htm	,http://live.win007.com/detail/1844055cn.htm	,2020.02.12	,球会友谊	,格拉茨青年队	,艾特米拿青年队	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200211.htm	,http://live.win007.com/detail/1844100cn.htm	,2020.02.12	,球会友谊	,施塔德劳	,朗根鲁可	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200211.htm	,http://live.win007.com/detail/1844118cn.htm	,2020.02.12	,球会友谊	,VfR嘉兴	,VfR纽伯格	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200210.htm	,http://live.win007.com/detail/1837553cn.htm	,2020.02.10	,女奥亚预	,泰国女足	,澳大利亚女足	,受让四球半/五球	,受让五球	,1.08/0.62	,5.5/6	,6	,0.65/1.05	,5/5.5	,0.84/0.96	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200210.htm	,http://live.win007.com/detail/1725514cn.htm	,2020.02.11	,荷乙	,乌德勒支青年队	,阿贾克斯青年队	,受让一球	,受让一球	,0.93/0.95	,3/3.5	,3.5/4	,0.98/0.88	,4	,0.85/1.01	,2	,9	,4	,3	,2	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1783964cn.htm	,2020.02.09	,澳洲甲	,新城堡联队	,中部海岸海员	,半球/一球	,半球/一球	,0.80/1.11	,2.5/3	,3	,0.85/1.03	,4.5/5	,0.87/1.00	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1841840cn.htm	,2020.02.09	,南非后备	,金箭后备队	,贝联后备队	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,0	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1843512cn.htm	,2020.02.09	,球会友谊	,戴维卡	,贝诺拉科沃	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1842429cn.htm	,2020.02.09	,俄室内足	,别尔库特室内足球队	,即锡纳拉室内足球队	,受让两球半	,受让两球半	,0.82/0.98	,6.5	,6.5	,0.77/0.99	,没有中场或45或46	,没有中场或45或46	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1842456cn.htm	,2020.02.09	,缅甸U19	,雅玛FCU19	,治尼兰德U19	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1840296cn.htm	,2020.02.09	,希腊U19	,AEK雅典U19	,彭拿典奈高斯U19	,受让半球/一球	,受让半球	,1.01/0.75	,2.5	,2.5	,0.94/0.82	,6.5	,0.96/0.84	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1841916cn.htm	,2020.02.09	,葡锦标	,本菲卡卡斯特罗	,丰蒂尼亚斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1776002cn.htm	,2020.02.09	,法U19	,波尔多U19	,南特U19	,受让平手/半球	,受让平手/半球	,0.80/0.96	,3	,3	,0.91/0.85	,6.5/7	,0.84/0.96	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1842375cn.htm	,2020.02.09	,巴利甲	,塞朗德	,布拉希莱恩斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,6	,8	,0	,2	,2	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1842492cn.htm	,2020.02.09	,巴利甲	,塞兰登斯	,布拉希利亚FC	,受让两球	,受让两球半	,0.94/0.76	,3	,3.5	,0.75/0.95	,8/8.5	,0.83/0.87	,6	,8	,0	,2	,2	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1842380cn.htm	,2020.02.09	,意丁	,运动港	,瓦斯托吉拉尔迪	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1841886cn.htm	,2020.02.09	,球会友谊	,罗斯托夫	,莫斯科火车头	,受让平手/半球	,平手	,1.05/0.83	,2.5	,2.5/3	,0.93/0.93	,3/3.5	,0.80/1.06	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200209.htm	,http://live.win007.com/detail/1842347cn.htm	,2020.02.09	,西丁	,比拉萨尔德马尔	,CE欧罗巴	,平手	,平手	,1.04/0.78	,2/2.5	,2/2.5	,1.01/0.79	,4/4.5	,0.96/0.84	,3	,6	,3	,0	,0	
